AREA_NM,New_ADDR,Old_ADDR
이도씨동물의료센터,제주특별자치도 서귀포시 신서귀로97번길 51,제주특별자치도 서귀포시 강정동 159-8
이루다동물병원,제주특별자치도 제주시 건주로3길 19,제주특별자치도 제주시 도련일동 1917-1
이음새 농장,제주특별자치도 서귀포시 남원읍 위미리 4137-1,제주특별자치도 서귀포시 남원읍 위미리 4137-1
일레븐프리다이빙 제주센터,제주특별자치도 서귀포시 색달로 8,제주특별자치도 서귀포시 색달동 2082-2
잠수타기다이브클럽,제주특별자치도 서귀포시 천지연로41번길 7,제주특별자치도 서귀포시 서귀동 655-12
제라진 어드벤쳐,제주특별자치도 제주시 조천읍 선교로 33,제주특별자치도 제주시 조천읍 선흘리 624-4
제이원카트클럽,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동 411-6
제이홀스클럽,제주특별자치도 제주시 월산남길 284,제주특별자치도 제주시 해안동 317-2
제주 샘주,제주특별자치도 제주시 애월읍 애원로 283,제주특별자치도 제주시 애월읍 상가리 1997-1
제주 카약올레,제주시 애월읍 애월로1길 22,제주특별자치도 제주시 애월읍 애월리 2490-1
제주 캘리아트,제주특별자치도 제주시 남성로23길 6,제주특별자치도 제주시 삼도이동 819-3
제주가구공방,제주특별자치도 제주시 도련6길 75,제주특별자치도 제주시 도련일동 2206-1
제주바다하늘패러투어,제주특별자치도 제주시 한림읍 한창로 1295,제주특별자치도 제주시 한림읍 금악리 1902-1
제주소리,제주특별자치도 제주시 신대로10길 55,제주특별자치도 제주시 연동 271-2
제주스런서귀포점,제주특별자치도 서귀포시 중산간서로356번길 42,제주특별자치도 서귀포시 도순동 186
제주애견학교,제주특별자치도 제주시 삼의영길 72,제주특별자치도 제주시 아라일동 559
제주웨이브서핑,제주특별자치도 제주시 구좌읍 월정7길 44-1,제주특별자치도 제주시 구좌읍 월정리 10
제주일상식탁,제주특별자치도 서귀포시 남원읍 태위로 402,제주특별자치도 서귀포시 남원읍 위미리 49-14
제주펫스쿨,제주특별자치도 서귀포시 대정읍 칠전로 438,제주특별자치도 서귀포시 대정읍 신도리 7
제주프리다이빙스쿨,제주특별자치도 서귀포시 보목로 88-1,제주특별자치도 서귀포시 보목동 768
제주항 국제크루즈터미널,제주특별자치도 제주시 임항로 191,제주특별자치도 제주시 건입동 908-1
제주해바라기공방,제주특별자치도 제주시 구좌읍 김녕로17길 23,제주특별자치도 제주시 구좌읍 김녕리 1259
제주해양레저타운,제주특별자치도 제주시 서해안로 58,제주특별자치도 제주시 이호일동 374
제주향토음식보전연구원,제주특별자치도 제주시 수덕5길 23,제주특별자치도 제주시 노형동 1284-4
제주힐CC,제주특별자치도 제주시 516로 2596-117,제주특별자치도 제주시 용강동 산5
제주힐링명상센터,제주특별자치도 제주시 애월읍 어음13길 196,제주특별자치도 제주시 애월읍 어음리 49
제지기오름,제주특별자치도 서귀포시 보목동 275-1,제주특별자치도 서귀포시 보목동 275-1
조랑말체험공원,제주특별자치도 서귀포시 표선면 녹산로 381-15,제주특별자치도 서귀포시 표선면 가시리 3149-33
조선한의원,제주특별자치도 제주시 진군남4길 7-1,제주특별자치도 제주시 노형동 682
조수리 농어촌체험마을,제주특별자치도 제주시 한경면 조수리,제주특별자치도 제주시 한경면 조수리
조안베어뮤지엄,제주특별자치도 서귀포시 대포로 113 (대포동),제주특별자치도 서귀포시 대포동 1959
조이다이브,서귀포시 중산간동로 8383,제주특별자치도 서귀포시 서호동 728
조일구락부 옛터,제주특별자치도 제주시 관덕로2길 11,제주특별자치도 제주시 삼도이동 907-4
조천만세동산,제주특별자치도 제주시 조천읍 조천리 1133-2,제주특별자치도 제주시 조천읍 조천리 1133-2
조천비석거리,제주특별자치도 제주시 조천읍 조천리,제주특별자치도 제주시 조천읍 조천리
조천중학원 옛터,제주특별자치도 제주시 조천읍 신북로 264,제주특별자치도 제주시 조천읍 조천리 2347-1
조천함덕해안도로,제주특별자치도 제주시 조천읍 조천8길 14-1,제주특별자치도 제주시 조천읍 조천리 3462
조함해안도로,제주특별자치도 제주시 조천읍 조천리 3037-3,제주특별자치도 제주시 조천읍 조천리 3037-3
족은노꼬메오름,제주특별자치도 제주시 애월읍 유수암리,제주특별자치도 제주시 애월읍 유수암리
족은바리메,제주특별자치도 제주시 애월읍 상가리 산 124,제주특별자치도 제주시 애월읍 상가리 산 124
족은사슴이오름,제주특별자치도 서귀포시 표선면 녹산로 536,제주특별자치도 서귀포시 표선면 가시리 산87-24
존자암지,제주특별자치도 서귀포시 영실로 243,제주특별자치도 서귀포시 하원동 산1-1
종남마을,제주특별자치도,제주특별자치도
종달고망난돌쉼터,제주 제주시 구좌읍 종달리 112-4,제주 제주시 구좌읍 종달리 112-4
종달리수국길,제주특별자치도 제주시 구좌읍 해맞이해안로 2121,제주특별자치도 제주시 구좌읍 종달리 85
종달리전망대,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,제주특별자치도 제주시 구좌읍 종달리 42-5
종달리해변,제주특별자치도 제주시 구좌읍 종달리 565-72,제주특별자치도 제주시 구좌읍 종달리 565-72
종달리해안도로,제주특별자치도 제주시 구좌읍 종달리 630-1,제주특별자치도 제주시 구좌읍 종달리 630-1
좌보미오름,제주특별자치도 서귀포시 표선면 성읍리 산 6,제주특별자치도 서귀포시 표선면 성읍리 산 6
주상절리대(중문대포해안),제주특별자치도 서귀포시 이어도로 36-30,제주특별자치도 서귀포시 중문동 2768-1
주정공장(동척회사) 옛터,제주특별자치도 제주시 임항로 111 (건입동)일대,제주특별자치도 제주시 건입동 918-25
중문골프장,제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),제주특별자치도 서귀포시 색달동 2101
중문관광단지,제주특별자치도 서귀포시 중문관광로72번길 35,제주특별자치도 서귀포시 색달동 2812-4
중문리 신사터,제주특별자치도 서귀포시 천제연로 149,제주특별자치도 서귀포시 중문동 1498
중문미로파크,제주특별자치도 서귀포시 일주서로 1225-5,제주특별자치도 서귀포시 상예동 3600
중문색달해변(해산물),제주특별자치도 서귀포시 중문관광로72번길 114,제주특별자치도 서귀포시 색달동
중문색달해수욕장,제주특별자치도 서귀포시 중문관광로72번길 29-51,제주특별자치도 서귀포시 색달동 2822-12
중문승마공원,제주특별자치도 서귀포시 이어도로 244,제주특별자치도 서귀포시 대포동 2270
중문승마체험장,제주특별자치도 서귀포시 상예로 349-1,제주특별자치도 서귀포시 상예동 151-2
중문카라반,제주특별자치도 서귀포시 이어도로 81,제주특별자치도 서귀포시 대포동 2530
중문컨트리클럽,제주특별자치도 서귀포시 중문관광로72번길 60,제주특별자치도 서귀포시 색달동 2101
중앙병원,제주특별자치도 제주시 월랑로 91,제주특별자치도 제주시 이호이동 22
중엄리새물,제주특별자치도 제주시 애월읍 애월해안로 10-2,제주특별자치도 제주시 애월읍 애월리 2059-5
지그리오름,제주특별자치도 제주시 조천읍 교래리 산 137-1,제주특별자치도 제주시 조천읍 교래리 산 137-1
지그리오름 (큰지그리),제주특별자치도 제주시 조천읍 남조로 2023,제주특별자치도 제주시 조천읍 교래리 산95
지미봉,제주특별자치도 제주시 구좌읍 종달로1길 91-16,제주특별자치도 제주시 구좌읍 종달리 513
진빌레 밭담길,제주특별자치도 제주시 구좌읍 월정리 1400-14,제주특별자치도 제주시 구좌읍 월정리 1400-14
진아영 할머니 집터,제주특별자치도 제주시 한림읍 월령1길 22,제주특별자치도 제주시 한림읍 월령리 381
질그랭이센터,제주특별자치도 제주시 구좌읍 세평항로 46-9,제주특별자치도 제주시 구좌읍 세화리 3641-10
차귀도,제주특별자치도 제주시 한경면 고산리 125,제주특별자치도 제주시 한경면 고산리 125
차귀도달래배낚시체험,제주특별자치도 제주시 한경면 노을해안로 1160,제주특별자치도 제주시 한경면 고산리 3611-2
차귀도요트,제주특별자치도 제주시 한경면 한경해안로 156 2층,제주특별자치도 제주시 한경면 용수리 4240
차귀도유람선,제주특별자치도 제주시 한경면 노을해안로 1163 차귀도유람선,제주특별자치도 제주시 한경면 고산리 3592-1
참살이마을 명도암 농어촌체험마을,제주시 명림로 268-71,제주특별자치도 제주시 봉개동 270-3
창고천생태공원,제주특별자치도 서귀포시 안덕면 일주서로 1524,제주특별자치도 서귀포시 안덕면 감산리 359-1
천아숲길 천아계곡,제주특별자치도 제주시 애월읍 봉성리 산 1,제주특별자치도 제주시 애월읍 봉성리 산 1
"천아오름(틍낭오름,天娥岳)",제주특별자치도 제주시 애월읍 산록서로 678-207,제주특별자치도 제주시 애월읍 광령리 604-1
천왕사,제주특별자치도 제주시 1100로 2528-111,제주특별자치도 제주시 노형동 산20-17
천제연폭포,제주특별자치도 서귀포시 천제연로 132(중문동),제주특별자치도 서귀포시 중문동 2232
천제연폭포 & 제주4.3중문면희생자위령비,제주특별자치도 서귀포시 천제연로 132,제주특별자치도 서귀포시 중문동 2232
천주교 순례길 - 김기량길,제주특별자치도 제주시 조천읍 조천2길 19,제주특별자치도 제주시 조천읍 조천리 3192-1
천주교 순례길 - 김대건길,제주특별자치도 제주시 한경면 고산로 6-3,제주특별자치도 제주시 한경면 고산리 2858-2
천주교 순례길 - 신축화해길,제주특별자치도 제주시 관덕로8길 14,제주특별자치도 제주시 삼도이동 114
천주교 순례길 - 하논성당길,제주특별자치도 서귀포시 태평로 398,제주특별자치도 서귀포시 서귀동 586-1
천주교길 정난주길(고통의길),제주특별자치도 서귀포시 대정읍 추사로247번길 102,제주특별자치도 서귀포시 대정읍 동일리 12
천지연기정길,제주특별자치도 서귀포시 서귀동 961-33,제주특별자치도 서귀포시 서귀동 961-33
천지연폭포,제주특별자치도 서귀포시 남성중로 2-15,제주특별자치도 서귀포시 서홍동 666-1
청수곶자왈,제주특별자치도 제주시 한경면 대한로 1036,제주특별자치도 제주시 한경면 청수리 1571
청수성결교회,제주특별자치도 제주시 한경면 대한로 1067,제주특별자치도 제주시 한경면 청수리 1535
초콜릿랜드,제주특별자치도 서귀포시 중문관광로110번길 15,제주특별자치도 서귀포시 색달동 2864-36
초콜릿박물관,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,제주특별자치도 서귀포시 대정읍 일과리 551-18
최영장군사당,제주특별자치도 제주시 추자면 대서3길 10,제주특별자치도 제주시 추자면 대서리 31
추사 유배길 - 1코스 집념의 길,제주특별자치도 서귀포시 대정읍 추사로 44,제주특별자치도 서귀포시 대정읍 안성리 1661-1
추사 유배길 - 2코스 인연의 길,제주특별자치도 제주시 한경면 낙수로 228-9,제주특별자치도 제주시 한경면 청수리 2186
추사 유배길 - 3코스 사색의 길,제주특별자치도 서귀포시 안덕면 향교로 165-17,제주특별자치도 서귀포시 안덕면 사계리 3126-1
